quantity,order_no,product_name,customer_id
14911,60517,648-BSY,1772
16661,61267,GF26261,962
13490,61815,KHT377,504
18869,62865,356X3,1252
18824,65714,369-OHH,873
12776,66372,18KS2,240
11260,66389,NN7J3I,1013
18614,66549,95DNG0,1997
13478,67285,WBB-080,1674
17584,68900,1JWB46,1297
18688,69222,TWC-5194,974
15644,70549,55-YR73,948
11364,71689,HJ7252,129
12072,71890,4BUG53,1393
18592,73379,41DR14,1881
11919,74711,053LZU,303
11511,74853,48-OK91,1924
10209,74969,1XNT595,895
14918,77077,MKH888,1325
14606,80171,MLM328,880
15024,80859,2589570,185
19385,81350,IQK280,136
18980,82628,ORU-8158,1260
11151,85678,3-12244B,1078
14218,87249,16R186,303
17448,87672,LPK-030,707
18028,90120,913POU,1373
10912,90384,DB6843,912
13460,90813,1EC1032,1864
13282,92284,MQG-7016,229
13082,93683,LUN193,687
10675,94127,73MO850,999
17728,94214,1541DU,1244
15748,94336,43-12194,1478
15076,94875,959WD1,1833
10888,95039,OF0231,1051
17015,96389,Y35-CUX,331
10666,96608,YVX947,983
19749,98518,ANL666,1705
19906,99721,KPO-484,1470
18203,101721,DO-7799,480
10831,101727,HQH-568,932
18456,103945,44CT650,1814
10305,104074,G51-82S,1177
16716,104678,ZIL-844,1268
10303,105803,CHY-6066,379
16761,105881,11IV5,1169
18363,105969,YTH2926,1516
12529,108083,212STH,783
10803,108086,SPY-548,318
19062,108753,7YN5852,238
14016,108958,217ZMF,519
18787,109039,7653OF,695
11080,109360,536-JCK,1179
12554,109878,498SJ,802
14118,10037,85-6155H,235
14269,10215,KMC689,842
15053,11251,H424VG,1475
18020,11595,2553KE,1547
15250,11831,ZUK590,399
19711,12551,825CR1,1936
12746,13294,8RT865,1352
18423,13775,YIC-942,1457
16868,14972,FGJ989,1584
10373,16197,91-F948,1675
10790,16742,36Q•220,1440
11416,19897,9QTC911,1934
18384,20226,779BJD,1957
12597,20327,MHQ-904,909
13025,20833,YCN-168,1852
13228,20989,WGD400,1702
19817,21288,P059MG,1340
19103,21448,604YFC,627
19229,22318,3ODM69,1936
10818,23809,6-13834I,1553
14449,23841,2094UO,362
11678,24071,OTUH41,1879
18165,25031,250DFI,859
15192,25169,446-KBG,1381
11154,25220,2H4455P,1606
15570,25941,48AM79,195
15036,25974,390-ENK,1288
18888,27169,9175087,1320
15488,29581,917-HXCY,263
12738,30132,9785675,652
18120,30695,FGP-4568,114
19157,31842,0-3140G,226
12615,32570,866V,880
16746,32670,45-V448,870
15919,33738,LPD-5744,1685
12608,34040,GJV-2205,133
19948,34838,9M422,258
15496,35060,WTE6311,1692
10222,36180,VLT-3906,248
17182,37511,83DE30,410
10301,39325,5RRF80,1662
18885,40069,2UW212,345
19526,40325,IUF8905,1761
10571,43096,238QGM,898
13628,43230,LMZ677,231
14259,43627,522XB,1538
16126,44105,822-HJY,466
11406,44247,51ZKW2,783
15514,46305,3WK7481,123
15584,47375,TCQ267,746
11558,47410,2XJ9842,1690
20025,47768,6Y63914,1548
18573,49163,IBI-532,1898
16206,49323,96R•631,1480
17634,50150,UXZ6119,725
14720,50648,4601WW,1058
15126,50671,ZMV0529,1190
20010,55712,116RSL,294
13246,55899,I58-35I,1464
16017,56505,YSW1446,462
15970,59376,4ZK6550,1890
10517,59577,315-WCO,269
16124,60147,0251BS,1931
16957,60609,0DQ7374,1848
11859,64234,9PSF03,880
14626,64962,646SZF,1688
13926,65778,996H,919
15566,67696,IAZ542,1750
11992,68002,531LYU,740
18391,70163,53K•673,204
11419,70169,GHN0523,836
13574,70724,OVP396,428
12174,70806,019EIL,1700
18015,71282,4KHI06,1037
14105,74569,S78-03T,1323
13258,75172,1Q75707,318
16009,75301,P641263,499
11293,77451,CLR1452,1549
17414,77607,1DYQ305,1979
12299,80936,K577330,1694
10098,83269,MHC-603,802
13499,85064,611-ZJV,312
16872,85882,48-AA76,1231
12936,86370,900NO,829
16918,86914,30ST87,370
17275,90631,QEF4414,199
10653,91125,M421520,621
17897,93420,V68-12C,198
10170,94443,9-25639K,1955
15124,94977,C790MO,1827
12384,95762,4481256,202
18658,95987,P059MG,1345
14181,98285,60-2257O,1744
18303,98321,42-R438,1355
11591,99212,656RCX,1179
13604,99615,8N1834M,936
18422,100070,368-CFU,1110
19386,100396,198-CFC,603
19262,100408,YQZ437,1642
10070,101027,KLF-516,1988
16566,101461,GIO-355,987
13879,101473,2-3308F,1147
10838,103289,250-KBQ,464
17072,103804,KBZ351,222
11423,105696,210PZ0,330
15121,106428,DUB352,1086
18604,107639,655WQJ,1959
18383,109349,66PC0,1903
19022,10286,6GP414,1802
18063,10932,KBU064,439
18349,14000,ZP2H7X,1724
11593,14417,2WL9643,1045
18958,14436,40-K510,1545
10872,15512,NW27129,1953
17230,17607,5HV64,470
11182,17662,CA74246,594
13764,18402,242LSI,1042
18336,18777,8229146,1562
10192,18836,KIV727,1124
11118,19490,426AUM,405
13767,20113,146-CJOG,1164
14615,20192,716REI,1932
15828,20202,952-XXD,383
19151,21445,P641263,600
19286,22763,73Y968,1290
19521,23293,HZO-3857,1417
15796,23334,74-79082,543
14317,24315,122VD8,1204
18820,24355,745859,471
17477,24943,9-O2186,273
17224,25022,475-VUF,492
12841,25480,E74-51Y,1702
15764,25566,8TE1771,686
14924,27116,870MKO,1259
19375,29553,694II,622
18551,31172,N657363,1682
19202,31227,023-LGQB,1765
19885,31905,PXG-8243,1429
17764,34412,413MD,570
19521,34800,5MJ8945,413
11488,36185,173-JGK,998
18908,36362,563NGO,1955
12791,36727,490NCD,1889
12644,37348,9G1303F,1152
12028,37551,2286,831
15249,40287,657B5,1998
17333,40678,776TRT,478
12234,41997,5332BW,677
19972,42077,38F7778,1529
12198,42271,SVR-593,1131
17975,42589,2-42879S,1909
11281,43870,6098SD,1169
13788,44295,541TDS,1696
10607,45154,0W2628T,1457
14808,45342,7-0853Y,157
16726,49054,6KPF36,1436
17309,49156,015ORG,694
12123,50304,3OAW788,1567
17655,51123,YW8217,1719
14603,51868,57-MY64,315
10470,52422,L287401,802
19240,52923,L491UF,1751
16250,53319,659WZN,1270
13041,54436,873BQF,813
16838,54697,PVL-603,344
17523,54892,92-10834,440
18462,55405,368SXD,242
18776,57288,OI4254,1069
16632,57706,02CLQ5,218
12204,58068,482-ZSX,715
11140,58660,4714580,1514
15161,60138,711TPQ,1859
14934,61658,HWO468,748
17323,62390,MDZ015,1162
16884,62658,9765KT,658
18917,63277,ZAF957,1682
12453,65387,HPU958,1278
18881,66286,918-UTA,1273
10514,66554,0581DZ,1553
12258,67762,0042RJ,1181
13935,67768,640-SUL,1399
13043,68227,268BBV,181
17066,69371,SAH454,1504
10703,70487,HKH441,1618
19988,70702,204YUU,1605
14996,71198,1962605,1886
13946,71314,DWS-1501,1625
14673,71931,45A•532,832
14660,73012,TYD-6902,216
11121,73700,526A7,1506
19122,75714,TON6814,941
10125,75891,UXJ1567,1827
14987,75990,4952,400
11476,76298,893DOW,610
14372,76333,9ZGC05,1747
12783,76733,AHG-417,1207
19392,77919,974ZAO,1816
19400,78055,7MUB260,1476
17699,78476,1324UT,767
19727,78853,K253KG,1531
19728,78858,4S432,1173
16347,79566,KPL784,1790
10796,79946,851AGV,1184
14279,80103,41-L994,1979
17700,82311,215Z8,855
12191,84615,2072OY,1931
11654,84910,04E•590,1368
14808,86455,YUBO34,358
18978,87361,WTY-687,686
13182,88664,3563ZY,994
15831,90503,5HV2978,147
11330,91053,9RO3315,140
13070,91784,1BMJ78,1523
17882,92660,8TV2621,1035
15756,94507,691-EXE,673
19372,96888,AT-2395,1964
12161,98600,TS0Y5Z,639
10758,98842,95AQ076,1202
13827,101537,43HA06,1500
12996,102592,XT9049,1768
12420,103252,HZN-968,1720
13163,103678,SCR753,1623
13510,103854,782-OSK,366
14990,104618,EQQ434,492
16581,105689,ZE2C1J,1175
17604,108404,8LG245,1634
16049,11228,9EAT018,573
13241,12859,OWO-607,789
15253,13541,3658EH,1993
18225,13641,6-W4792,1509
13591,15620,AJN4324,1419
16157,17416,3KT1739,1884
19181,17669,UBB105,1624
14116,17815,7-53123D,1271
12964,18754,7-4452C,376
13220,18888,QDQ-704,542
11382,18919,BFF868,202
17176,21479,45X•706,1698
13554,21543,504-MUW,327
14118,22953,94U214,1719
11659,23357,27E6704,411
17758,23502,0753SE,1911
17528,24762,141275,856
15601,25476,AI50767,935
11186,25845,6556RA,1765
18782,28814,CWQ8175,628
16749,29235,526A7,1196
10747,30817,926OLH,1835
12332,33300,186I,1405
10371,33748,LQE438,646
11744,40824,QW7N9D,773
15765,41515,1171TX,1925
15824,44008,77W651,1471
12956,44275,495-QZY,181
16366,49387,3507OW,1444
16210,49549,MX-1859,229
10987,51605,NM-3574,666
11027,52385,1083RF,970
18604,52585,6ENM31,1048
17364,53089,6016GT,801
14417,53487,5P2E9TGX,408
13850,54361,CXT488,327
19519,55634,WB4805,509
17387,60520,S292713,946
11432,60951,5Y7560B,1459
14395,62421,9-77491,443
12583,62808,62YJ876,1079
18315,65012,KGY1591,397
12831,65575,150WRZ,1585
18366,66615,69Q8626,766
11188,67293,38L•449,1525
16143,68125,Q63-69N,1743
16623,68641,WPH-602,164
10406,71158,6-W4792,1494
18174,71292,XJ55428,717
10051,71362,RYX544,545
14003,71662,176JYE,1803
16918,71730,WCO7633,675
13528,71788,MFS568,1760
10611,72780,16DJ2,317
13609,73332,541VK6,1447
17358,74635,216IN,783
19306,74731,EAQ-545,1358
18839,74995,A78-TZC,302
13257,77204,12SA61,1484
10695,77429,2775912,124
14780,78954,043DVR,1842
12283,79773,72TW60,766
16318,82731,08-10730,1305
12301,82840,241-AGAC,1496
17218,84070,04-C837,1050
18383,84938,IFN-806,1128
14689,85415,346SKC,753
16714,86272,N36-13G,605
18023,86393,KOF544,628
14140,86427,NBS-878,1301
18334,86766,958550,1514
19562,88054,0L263,900
16595,88168,168-HZP,427
12032,88800,631SHF,298
14721,89532,XVY221,1807
19501,89985,6V87487,484
14617,91218,GQP666,1840
13534,96316,RRL-336,693
18497,98145,H834OD,104
17595,98628,LAT258,703
17800,98938,30C3036,1042
18244,100001,L21-SIQ,1938
11476,102712,9-M5344,712
11657,105600,84W325,1849
13801,105945,6LN2461,1933
10291,106187,764-SIM,874
16611,109096,1595CF,867
13848,109159,23-5176M,1810
14349,109167,KX1523,596
17646,109208,91AV19,780
10536,10185,2CW80,943
15477,10201,1CJP281,361
14819,10766,MKM855,798
14816,10992,0OBU72,505
10740,11835,0626477,1776
17559,14463,2F3D4KFI,608
15399,14515,JQ25792,1637
18425,15937,61VK61,130
15654,17758,606WIY,1068
10639,20364,873-LAM,1678
16486,20408,401FAX,1623
17030,20529,KGP5470,1279
11797,21263,HRL170,661
14556,21663,76YO239,884
10565,22196,P88-NDO,1451
18638,26141,HHV028,1072
16421,26640,VGY-460,1482
14692,27990,NM-3574,1291
12169,28795,2716,739
17010,29513,4952,1449
17170,32456,1WXC383,389
19945,33985,QC9G9M,1946
14047,34457,3-P4584,1423
14882,35389,02-54754,1363
13513,35538,KMI8772,1458
10713,36625,3N710,284
16976,36680,CKX568,254
16792,37853,4S03379,1014
12663,38819,MGS-9028,1296
13183,39350,ZXA145,627
12432,40072,6QP641,1628
16792,40357,GNP7617,442
13491,41078,56SX984,1619
12773,41264,VJZ-993,887
19179,43027,308DZT,1254
18834,43136,810Y,1561
12466,43238,789YKL,363
13406,43956,43QLY7,386
13837,46961,OFW969,1985
13295,47674,2YY0504,1579
14914,48222,7584YD,1732
17435,48620,27-6470I,434
14285,49011,UDG-7737,1039
15068,50961,0-55932,1458
14430,51137,KSU169,1193
10613,51467,YGJ551,1877
13984,52639,763-QIG,214
19129,52785,1HH8678,1117
10532,55032,HLT801,1143
19295,56510,201PMI,1914
17198,56575,166-LDQ,945
18577,57867,064XCL,1404
18256,58195,329-HUJ,652
14253,58803,0-27110,1665
15908,59415,D689LV,1731
10617,60607,JGKX89,1603
19518,61772,6KGV205,1648
19931,62816,1-58596C,1077
11817,63536,030JFH,1734
15205,64713,54-Z860,1838
16205,65305,BFF868,323
15380,67158,9-B0056,1242
14079,67833,9ZIL00,1154
10142,69288,GHWP46,1317
17360,69571,URP-2876,1591
16421,70507,2-15447D,1124
16638,72297,11O•267,1826
16806,73996,QLH463,741
11642,77827,764-WOO,428
11519,78312,532-PVT,1076
19730,78755,4Q906,405
19051,80682,2131XC,939
11642,81857,9R7Y0ILG,691
14957,82819,WBH1046,1717
14633,83484,8FU151,1538
18093,85863,410GWR,789
11928,86758,320X8,833
10393,87679,VEK8451,1784
18642,88726,784-OMK,1467
11081,89205,LAD-020,101
10379,90551,2NW796,1312
10177,91560,TYD-6902,1533
12178,91626,RS04335,1824
17562,92861,58JYJ7,1594
15765,92902,FRM-898,1028
16362,93529,XOZ-2111,427
10804,93923,641-PUTO,1317
19175,93964,LAD-020,513
16600,94116,C335PV,600
19078,94621,0W665,1558
19209,95889,638YYL,958
15436,97896,ZDG225,1289
16428,98177,6NQL33,190
16190,98483,6245898,1181
10082,99617,CL4B9K,894
11488,100121,1U9P6UUM,1705
17655,101190,3G9051X,1160
19763,102674,9XT0797,379
11283,103463,YC-0415,1322
16533,103577,VVC9418,1539
16250,103919,SXS-9121,490
10916,105780,6-85085,790
11278,107122,28EFV0,1985
16238,107671,QMA108,538
19948,108939,FGP-4568,1934
19497,10208,5WDZ525,247
12334,10686,276-QJLT,475
15557,10988,92-K748,124
15331,11362,2W686,1131
12012,13132,1-T8220,1787
12495,13568,6255,334
12172,14266,1-60169I,409
16244,19827,D944946,1453
14729,20125,WW27437,1432
10793,21562,9-42399M,191
19437,21773,83U366,1303
19818,22533,0WY08,609
12433,22898,22T109,1830
15512,24095,7J9Q4KET,1276
14232,25503,1N363,558
17158,26402,CXX9663,333
10916,26583,7-07038,1417
10342,27177,ZHS0617,987
19579,28496,2397NR,1548
12733,28845,ZPS445,252
15521,29904,D119IY,453
14977,30878,Y093098,525
14319,31111,7MID368,671
15860,31692,231IQL,1142
10072,35252,JVV298,1749
14614,36022,559-WWV,1066
13630,36272,PYR-816,1039
10796,36996,3-0701Z,1703
12120,37225,4RDY39,1252
17399,38438,ETW825,1020
11039,39163,1039QU,893
10326,39298,SXT380,1504
13485,41820,BOPK93,860
10383,44488,918ZJE,785
11974,45752,YT09036,509
15592,46936,ZKJ-5223,664
19338,49371,13CF61,237
15314,49914,844XBQ,1030
13936,50594,8N6920Y,1563
12576,54118,006TL,120
12882,54464,0581DZ,390
13867,55654,840RWE,715
11702,58746,709OBB,1769
18610,59993,MDZ015,684
15535,61271,TVC6415,610
17204,61369,4IO003,1111
11817,63053,8SS645,1941
11002,65243,MNT-4052,1636
12717,67930,MTM896,1168
13984,68540,XKX-568,1423
15826,69529,0M326,1658
12691,70097,MRN296,759
19182,70801,KOI777,175
14476,71668,659-HKH,324
14277,72087,B478JD,1286
12901,73173,7694VY,1770
11836,73325,436XLV,1021
10589,73499,337WE8,928
17728,74236,176HVX,223
14004,74634,999RDT,1441
10488,76938,2182PN,1730
17350,78201,217MOY,1326
10385,79669,QO93929,1505
16882,79964,85WN376,396
13365,80709,7-0853Y,1983
18153,81449,3TMG938,1114
18746,81626,KWF249,1603
18668,84052,4457,1393
10095,84620,I129UA,962
13909,84760,825-ASB,1452
16852,87510,ICV633,1943
19519,88064,843021,227
16694,89503,2072OY,1048
17987,89653,L274CX,293
14454,93161,92-59943,631
14414,93490,V677809,399
19597,93615,858W9,836
12112,93675,7AT856,1854
18423,94943,SMQ573,1634
10244,96892,48-I521,198
19996,97426,PF78002,429
13968,97654,73IS75,1661
19986,99316,I366096,1823
10661,101177,1V85874,335
18072,102864,489-RCH,1880
19947,102972,72TW60,1907
17133,104997,3TT3024,1016
12156,106151,QRD-9583,436
13619,107606,150-KPQ,223
12800,10585,OZY827,724
15500,14371,193VA8,1305
16133,16069,JAZ-7424,1896
14377,16712,ZZG713,1054
17260,16893,0091ZB,1929
17960,17128,C449UG,915
18894,19420,210PZ0,231
13284,20029,DOF-205,1065
19543,20794,8VO3662,184
19474,20885,598-TXS,697
11873,22403,267ZLT,1711
18945,23975,759OOH,1884
11727,27119,237EQP,1155
18957,27820,9TE020,1745
14571,27889,39YD4,1941
14736,28843,760PAQ,1588
14134,28968,8B799,1253
11575,33374,152GTI,1066
15208,34413,541VK6,428
17351,35166,N202ST,1932
14086,35602,J28-ACL,1766
13437,39931,36-Y924,763
19803,46491,02-54754,1833
18661,46672,3LV173,1063
17372,46780,68BX02,1728
11964,50842,SKB-680,1259
13218,50924,147H3,1859
19255,50964,71Q•809,869
15197,51743,4661OE,368
10171,51973,RLM-290,409
10784,52494,74L3534,209
12224,52664,137-BMQR,591
14075,54823,36U817,1795
13591,55060,841LJC,312
17468,55142,612QO8,351
19663,55258,UPG9913,1873
14305,55646,241Q0,984
13609,56308,2-63627W,745
19601,56986,6E8790I,1323
19266,57202,9927JP,1909
12431,58225,9W975,189
17275,59659,920UI8,1555
17141,60492,3TYZ586,1421
16446,60797,841CVY,1315
10463,60889,JJG-681,518
11333,61187,76-V368,889
19199,61344,KBH-297,1696
17529,63206,98PH0,1934
19900,63282,661-HIF,1891
10492,67364,6J2P6JXH,1295
19998,68627,167-785,698
19059,69894,TSB-499,1761
10435,71538,91EG041,1183
13837,72099,67AG5,238
18057,73108,843GRV,1392
15923,73222,79AU419,1658
11495,74775,LVV085,1370
12661,77011,WWK866,1693
11880,78140,77SD2,934
18423,79050,HA7R2K,943
10956,79626,062-LWB,1686
11069,80423,AES284,1365
12633,81088,N766VP,1598
14477,88199,844QI,1974
13766,88871,7Q84342,943
19984,89556,0CTP40,646
18053,90911,532D,633
10150,92715,260VHQ,1222
13187,94922,958550,736
13883,96738,A46-FHG,1669
10543,97224,V64-26I,1925
14727,97299,75XL54,1588
16294,103301,5710,1883
18015,103318,451LQH,388
19356,103974,S836RV,1434
12484,104306,2W25760,1703
17731,104330,725FOP,974
17088,104411,38H707,1855
16458,106212,MVD486,1622
10575,107040,1CRL79,591
14433,10392,QKW-2766,209
16557,12971,07IL44,1550
13083,12985,27SS229,146
12764,14338,1CFA901,1763
17997,16367,DRU-954,978
16885,17199,3TMG938,1309
18131,17615,502-CWZ,774
18229,18308,M23-QUL,255
10151,21034,KP-1767,585
17955,22158,BHO0335,483
12299,22388,VO-9194,1564
15404,23593,9PCL71,365
12518,23868,409TDG,226
16115,30750,HSG959,741
19869,32116,KWC-387,851
18017,32295,75SM85,1153
18022,33050,HDG705,1441
17048,33274,5-89852D,1489
19651,33752,7IJ2645,1503
19438,34477,519UEZ,1804
18212,40647,MVJ050,1954
17300,41697,861TLF,1032
14614,42883,226-391,1956
13110,44879,TWU-8788,524
15062,45057,4-8454N,335
15484,45956,3BP6344,975
15018,47518,ZE2C1J,1080
13087,49467,WP2019,1229
17185,52513,G241NL,540
10047,52797,681-XBY,1816
10416,55582,146TJE,466
14330,55618,0U280,1663
10565,58095,DUP4304,638
16578,60186,GTN678,1921
16312,60373,173R,905
17445,61068,BOE-5290,931
14632,61273,0RQ8831,618
19533,61355,044I,1227
17108,62982,8650EW,1659
13891,64358,WM4179,651
18285,64383,S625MH,767
15046,65818,4ZK9988,707
15923,66215,489OVU,1159
10229,66229,234PD,1487
15969,66323,645-BLA,336
13689,69270,67YX634,118
13345,69991,BZC-1221,1780
13274,70057,464-LKH,1320
11807,72714,CVI669,724
19553,74626,3EY422,690
11826,74677,241-AGAC,344
18338,75418,160-JJA,339
16224,77113,536-JCK,102
17469,77114,VRD-5593,1887
15910,77557,0091ZB,805
13562,77858,05VN95,806
19519,78945,CDV256,1922
10765,79272,4Q2551X,1250
17427,79658,GK4000,1747
17930,79914,371UWP,1721
14481,81885,786PFQ,423
13113,84573,3H1371Y,255
12737,85716,4519SG,636
18568,87095,ASB623,126
15235,87414,CTQ502,1336
10315,87587,NNF975,1644
15512,87850,KDG801,1893
17624,88275,RCH-2407,217
18351,89888,097635,1213
16647,92069,AJE-637,511
17792,92680,A34-QRW,1958
16043,93512,04T•401,1230
14558,93974,726NJR,471
13404,94313,QAZ-467,1527
11924,94902,YSW-679,1506
19081,95210,HSR164,677
19855,95479,YVB-0949,1210
15688,97473,AJE-637,902
17294,97696,2SC0848,458
14963,97850,UKW-847,422
16541,98038,UL3166,1316
10452,99270,97IL9,1704
13552,99523,4405809,345
13304,101032,084KW8,336
13668,101072,888SZQ,704
16713,101116,8792YE,1109
12315,101370,MTY030,1048
10657,101905,979-KDD,1261
16186,102763,90XQ844,1262
11703,103090,961OT,582
16014,103713,8753RC,1560
10999,105412,3ZF6814,263
18509,105831,XQG916,280
18165,108272,9WHG24,686
14371,108461,ZEK-134,692
17414,109744,N146PB,579
14387,14696,LVV085,1474
17969,14853,CKJ-479,553
11784,15572,7670PE,1776
11005,16111,SDY9702,1337
15177,16953,31-S167,1692
16737,16988,024-TLC,1962
13527,17830,LYE984,1541
18869,19135,UFN-610,1730
17897,19245,KIV727,1061
16393,19769,071-FKY,1686
10701,19932,9VU3866,613
10788,20440,LTJ233,163
13784,22165,GTN678,1162
13830,22237,ORK-9073,969
18476,22409,Q142JB,1911
17054,22645,629-817,147
15549,24166,DAM-075,791
18244,24224,7T1309I,909
14028,26223,088-OCJ,1253
16726,27322,781BRS,1779
16721,27573,424-OTC,1460
14683,28712,KEE861,343
10918,29527,797-YFW,477
18065,31473,123-BNA,860
16613,32566,702RJ,1316
12512,33165,NL17584,1287
18988,34174,2EA041,430
19466,34662,3-0701Z,320
16736,34898,519UBS,1362
11921,35176,48NG60,1888
14399,37889,3-3370Q,1654
19142,38580,669JXG,825
16229,39219,OXYD10,133
14331,39358,MOG517,111
12449,39466,1HTJ74,376
17168,39531,2QI720,1731
10321,39650,RLQ094,984
18420,40030,PG98356,934
14101,40431,YAJ2678,1428
13874,42038,EKA-0367,1213
10388,43697,BLV-2507,1885
13755,44379,2314VT,1544
11957,45551,715-HLF,124
18349,45585,HJI-0046,1054
19962,46082,02DA679,1312
15524,46440,D238176,314
13258,46709,555AYV,536
13173,47595,202-BMR,1873
14382,47670,66-AF85,598
12449,47773,NSU-0358,363
16068,49993,169-LCM,922
16219,50222,7C911,442
19958,53228,MMT163,958
11488,55605,0Z9J0DCY,603
13045,57637,ZXA145,565
17733,57785,5E7913K,1107
12467,57798,I59-58A,661
11555,58270,824-ZNMV,1823
15771,58998,EX6X0B,858
12655,59142,4536873,422
11027,60312,711KAA,658
15789,60331,424-OTC,1541
14649,60780,000DWG,663
18756,62172,2-13242B,600
16405,62262,FYA9723,904
14243,62599,895ICS,258
18356,63152,AWE3023,1933
14119,63554,349WMX,367
10700,65020,103VWD,185
18715,65229,UVLQ06,1949
18076,65873,80UL76,1374
15169,68515,288-RLF,881
12556,71045,6A525,1774
19527,72233,MD41897,276
15006,72371,8PF28,150
15243,73984,349-AXX,105
12846,74917,AVX-548,1021
13356,75850,7HLI45,1292
13335,76676,185-VRD,1832
13560,76932,20VS77,527
19810,77813,793-QUC,1472
18304,78142,8RT865,321
18812,80900,LHL590,1511
14368,82278,2ZVB26,288
15391,82896,898ATW,991
18248,83471,3T247,1020
16506,84138,TZ07379,1495
10678,84709,NK4M5S,1838
12766,85195,3QZ4018,101
17005,85993,W495GD,236
14725,87318,536-JAI,651
12912,88348,JAG2666,1909
16124,90001,3ZR501,612
13929,90877,W495GD,1142
18537,90916,28B•223,437
12126,91806,70-FT56,1791
19884,92385,03HG41,1294
